1;9;37;39;41;43;49
2;10;11;29;30;36;47
10;15;25;37;38;58;59
16;6;10;13;19;20;51
23;1;8;14;28;33;43
28;3;8;14;43;56;58
32;5;17;33;39;42;49
40;12;26;35;38;39;47
48;7;13;33;35;43;55
53;5;9;18;21;36;56
57;12;27;30;37;44;49
62;9;25;26;40;41;49
72;25;26;28;45;51;57
78;2;13;17;25;31;43
81;15;18;29;36;51;53
89;9;21;26;40;52;54
95;4;7;26;40;42;58
96;5;11;14;35;53;56
101;19;20;37;42;44;56
102;1;7;9;49;54;57
111;12;20;34;37;42;43
123;5;15;34;41;52;57
132;5;6;19;34;39;57
138;3;13;26;27;41;42
143;8;32;36;44;45;55
146;6;16;23;24;28;38
150;3;16;20;43;52;56
154;12;30;32;35;43;44
156;4;13;17;21;41;44
158;9;11;16;35;50;58
162;8;27;36;41;53;56
164;10;19;23;35;39;56
166;1;11;28;33;38;48
170;4;27;40;43;46;54
172;17;28;29;42;49;50
177;5;15;19;26;27;33
187;17;27;34;42;43;46
190;1;3;5;23;41;58
194;3;9;17;32;37;44
198;10;16;37;50;52;57
199;12;15;19;34;44;51
200;5;20;22;30;35;55
204;26;32;40;43;46;54
212;3;9;23;30;32;35
215;14;18;30;35;42;59
217;12;17;40;42;47;54
219;13;14;36;53;55;60
225;1;2;38;49;50;59
228;11;13;21;33;39;45
232;3;7;24;32;36;45
237;9;13;15;37;41;42
238;6;21;33;44;46;47
244;8;27;44;51;53;60
251;4;17;26;32;51;54
256;1;4;5;19;28;34
263;1;5;13;25;31;33
269;5;9;27;35;40;45
272;10;17;23;27;47;52
280;5;11;31;38;47;53
281;9;14;23;24;33;36
282;25;28;34;42;48;54
283;7;8;14;30;32;36
286;3;13;25;33;47;60
293;22;25;28;41;45;57
297;5;22;23;24;34;60
302;7;13;17;30;37;47
307;4;11;25;29;39;55
308;4;11;25;39;50;55
314;12;21;22;28;43;50
317;3;19;20;31;40;53
324;1;3;4;21;23;53
327;5;7;14;21;23;51
333;14;23;24;26;41;51
342;4;6;7;12;24;41
344;11;22;46;51;56;58
353;7;16;38;40;41;52
361;7;20;33;37;46;56
363;5;29;44;51;57;59
364;19;23;34;37;52;58
366;10;12;27;33;49;52
368;1;14;21;35;42;60
371;16;17;24;39;46;57
384;5;12;16;18;22;24
389;7;12;22;34;38;53
391;15;23;31;39;47;49
394;10;11;14;20;31;58
397;7;16;22;28;36;37
407;14;28;33;44;49;56
413;16;26;35;45;52;58
417;8;15;32;45;49;52
424;6;10;16;34;42;47
429;8;10;21;25;38;50
441;6;15;23;31;37;59
445;8;11;12;17;20;47
456;15;17;24;27;32;48
463;6;24;33;38;45;50
468;13;21;26;29;42;47
476;6;8;18;34;38;47
480;6;13;22;24;42;44
485;8;14;19;30;42;50
486;8;22;25;48;52;54
489;5;11;23;29;54;58
490;1;9;15;22;43;55
498;1;4;5;11;44;59
499;21;29;35;36;38;54
501;7;13;21;24;33;50
506;3;5;27;33;44;58
509;1;4;30;41;45;58
511;4;8;31;40;53;58
523;19;29;34;41;47;48
524;8;10;24;26;32;49
528;1;13;33;38;45;56
533;3;8;23;31;48;57
534;6;14;28;47;49;56
536;3;7;19;34;37;39
540;13;27;49;52;57;58
542;35;37;42;46;49;54
544;17;29;35;40;43;57
546;4;13;28;30;53;59
554;5;23;31;33;45;49
558;6;13;17;25;36;53
568;3;9;14;15;32;57
574;5;18;21;29;35;48
577;3;18;23;48;56;58
578;4;9;15;17;34;39
580;14;17;25;30;39;52
584;12;24;33;36;39;57
597;5;16;34;38;50;53
602;4;8;11;12;29;44
605;6;23;32;35;41;55
616;3;5;25;33;36;49
623;8;23;34;39;43;52
627;8;16;22;30;56;58
628;15;16;39;40;47;51
630;1;20;28;32;44;47
640;1;9;13;17;33;34
646;11;12;14;19;54;56
647;5;23;29;42;45;48
653;6;10;11;40;41;56
656;16;20;33;58;59;60
666;1;4;5;16;23;49
668;7;24;27;40;41;49
678;3;21;25;37;54;58
684;5;12;27;33;43;56
695;9;16;34;37;53;57
706;1;8;10;36;43;51
714;4;12;24;33;36;54
715;2;7;16;29;32;50
724;3;9;35;37;41;49
728;5;18;33;43;56;57
733;27;29;43;44;45;54
739;12;16;28;29;47;50
745;1;10;12;25;49;57
752;2;7;22;35;43;59
763;3;7;45;47;53;55
767;4;8;30;33;37;59
773;5;10;37;46;54;58
782;4;8;21;32;43;48
784;5;8;17;35;37;48
790;9;14;19;35;42;58
803;3;13;37;47;56;59
810;10;28;32;41;47;57
819;10;17;21;32;45;46
831;15;17;23;33;39;49
833;10;16;17;34;44;51
836;5;6;16;24;34;60
846;14;15;27;42;44;48
847;17;27;32;34;47;56
850;3;16;19;32;35;58
857;4;18;23;31;37;54
860;39;40;42;47;59;60
861;2;8;11;12;19;35
868;27;29;42;49;50;51
874;18;20;24;36;53;58
881;17;41;42;44;45;60
887;24;40;50;52;54;60
897;3;4;8;30;45;54
899;4;18;21;34;38;59
904;2;4;15;16;55;57
905;7;14;24;29;35;39
910;1;6;28;29;46;49
912;14;30;36;38;46;59
914;17;20;26;28;48;49
924;8;22;36;37;46;52
927;4;10;32;33;49;60
931;2;17;21;36;42;53
935;5;14;22;29;33;44
942;3;12;23;41;47;58
946;3;5;11;14;33;58
952;1;16;39;42;48;55
954;5;12;21;32;33;35
955;46;47;51;54;57;59
957;7;13;22;33;48;51
961;2;11;40;48;49;55
968;13;25;35;41;50;56
969;5;21;28;34;54;57
971;15;18;31;33;34;56
976;3;5;7;9;17;32
982;16;22;32;38;40;45
989;2;10;15;18;29;39
995;7;15;20;21;23;29
1001;3;7;25;31;40;58
1002;5;10;16;23;26;27
1004;4;6;12;37;41;42
1005;2;4;17;33;48;55
1008;1;6;12;29;34;58
1012;7;9;12;19;20;41
1015;5;9;11;20;25;60
1020;2;33;42;43;51;55
1028;5;16;17;20;24;32
1030;24;33;40;43;46;49
1035;10;27;36;39;41;52
1040;10;12;36;44;54;57
1045;28;40;42;54;55;57
1047;3;16;21;28;38;57
1048;2;5;17;29;34;52
1051;8;11;15;16;52;57
1052;15;27;34;42;49;53
1054;12;15;16;20;27;32
1055;6;8;38;50;53;59
1057;18;20;24;45;51;57
1058;1;12;14;16;37;45
1059;1;3;16;18;41;42
1068;9;17;28;45;49;53
1069;5;8;16;23;41;53
1076;5;6;9;11;18;37
1078;5;12;24;28;36;37
1085;2;4;6;10;23;45
1093;9;10;21;36;41;48
1096;1;17;21;33;48;56
1097;11;20;21;30;50;52
1100;6;7;10;12;24;57
1104;1;15;28;43;50;57
1109;6;14;26;28;42;45
1110;4;9;25;32;33;43
1112;3;6;29;36;47;59
1113;3;15;16;22;25;54
1115;4;9;13;17;20;47
1120;4;17;18;54;56;59
1124;3;7;29;33;42;56
1126;5;8;14;24;29;30
1127;8;16;24;39;52;60
1132;5;10;16;21;39;58
1134;4;5;6;19;23;39
1139;10;27;40;46;49;58
1144;3;16;19;24;33;60
1156;9;29;41;43;46;49
1159;1;3;5;18;40;48
1168;1;11;14;23;42;48
1169;11;13;27;34;46;49
1176;33;38;47;50;52;55
1182;5;10;12;20;29;37
1185;7;8;12;13;15;41
1189;10;11;19;37;53;56
1194;17;20;26;27;55;57
1199;3;10;11;39;54;56
1210;3;15;31;36;48;54
1219;5;15;43;48;52;55
1223;19;21;27;41;53;57
1224;31;32;34;40;50;55
1226;4;28;30;31;35;54
1230;5;20;23;27;39;49
1236;5;18;21;26;39;59
1244;2;10;34;37;43;50
1248;3;8;36;40;51;53
1256;2;15;26;27;30;52
1261;5;7;8;9;11;39
1268;4;5;15;17;27;51
1275;5;9;11;22;36;40
1280;8;11;14;30;36;38
1288;1;3;8;13;27;52
1294;2;5;15;20;43;57
1297;14;15;30;53;55;60
1299;43;44;46;53;54;59
1300;3;16;23;25;51;56
1306;7;10;32;43;47;54
1314;1;27;29;38;50;52
1315;8;13;25;34;42;48
1320;10;47;51;53;59;60
1327;10;23;27;43;53;59
1330;9;24;26;39;46;57
1331;3;5;13;24;35;59
1334;3;14;20;22;49;51
1335;1;32;38;47;51;54
1337;1;18;19;33;43;60
1343;8;19;21;36;42;59
1345;12;32;40;47;48;59
1348;9;19;20;50;51;60
1349;3;4;29;36;45;55
1352;3;11;13;27;32;47
1353;2;8;38;42;48;49
1359;2;16;17;25;50;54
1361;2;12;19;22;36;58
1365;12;27;37;44;54;59
1367;10;21;26;29;32;38
1369;2;4;5;27;49;59
1372;7;27;39;52;55;57
1374;14;25;28;45;53;58
1376;2;5;12;13;25;35
1380;11;27;30;40;44;57
1383;2;18;30;31;45;56
1384;27;35;36;37;42;59
1388;1;16;28;39;44;57
1389;4;19;27;28;29;31
1392;4;18;24;28;39;44
1398;34;39;43;56;57;60
1400;11;12;25;33;48;54
1404;3;14;17;32;37;39
1410;8;12;32;44;46;48
1411;6;8;24;37;41;45
1415;3;19;22;24;35;49
1416;5;12;45;52;56;59
1420;19;31;39;44;53;59
1421;2;5;13;17;39;44
1422;3;8;21;25;27;43
1424;7;16;29;36;38;50
1427;7;15;19;34;37;55
1432;4;13;14;40;46;52
1433;3;18;22;34;55;58
1437;7;14;31;33;36;49
1439;2;6;28;36;51;56
1444;5;19;32;41;49;58
1445;6;13;24;32;40;51
1454;14;32;33;36;41;52
1458;2;6;30;34;35;52
1461;5;9;25;27;38;40
1465;4;6;13;34;37;51
1466;23;24;26;41;52;53
1467;1;2;10;19;20;37
1469;2;34;36;38;51;55
1473;1;2;3;11;28;43
1474;12;13;37;44;48;51
1479;9;14;21;26;36;52
1485;1;6;10;34;40;54
1487;4;22;25;38;45;51
1488;1;15;24;26;28;48
1491;4;9;18;44;46;48
1492;7;12;24;27;30;49
1498;8;22;26;33;37;54
1499;10;18;31;43;57;59
1500;1;7;13;29;37;54
1507;17;18;30;35;39;58
1509;1;8;17;44;46;53
1513;16;17;23;42;59;60
1514;4;13;14;18;49;59
1515;4;18;20;34;45;60
1520;11;14;18;30;33;39
1525;10;16;28;47;51;59
1528;11;15;17;34;35;49
1529;10;16;28;33;48;53
1531;2;11;23;31;42;44
1533;1;12;28;29;34;48
1536;6;10;33;50;51;56
1537;23;27;35;52;53;57
1544;4;6;11;24;45;48
1546;2;9;10;18;21;28
1548;10;12;16;20;32;53
1549;9;13;21;27;36;56
1550;2;15;19;21;23;38
1558;8;12;16;29;37;58
1559;20;30;36;38;47;53
1562;1;6;13;20;36;43
1563;25;38;44;46;53;54
1565;5;6;11;32;36;60
1574;1;4;5;14;45;56
1576;11;14;25;32;51;59
1579;1;6;14;17;33;36
1581;1;4;13;17;38;48
1587;23;29;32;36;45;49
1590;4;10;23;33;38;55
1592;4;9;17;18;21;38
1594;2;5;8;42;46;59
1595;1;5;7;10;12;45
1598;3;10;15;35;36;58
1599;9;23;32;35;46;57
1601;8;12;22;35;40;44
1605;1;15;37;42;46;54
1611;6;13;17;36;42;51
1613;14;17;21;27;43;49
1616;3;23;26;31;47;54
1617;9;20;24;43;51;52
1620;10;22;24;38;39;49
1626;20;26;32;41;45;57
1631;6;18;24;27;56;59
1633;9;10;23;33;44;51
1638;16;29;34;35;49;51
1639;2;6;18;23;31;46
1646;12;17;23;38;53;54
1654;7;24;28;46;53;56
1656;7;10;14;37;45;54
1657;7;11;19;23;40;49
1659;8;17;34;38;42;51
1661;10;14;25;29;33;57
1663;8;21;23;29;36;48
1664;1;5;11;16;20;56
1666;7;12;24;44;51;56
1671;1;3;5;10;20;42
1674;3;18;34;35;36;56
1676;10;15;28;33;51;52
1678;1;2;27;28;46;47
1679;23;37;38;46;47;51
1680;1;6;8;11;33;50
1682;4;12;32;33;34;48
1685;9;14;37;44;46;55
1686;15;24;37;46;49;58
